Run_Name,Ratio,Time_File,Wavelength_File,Time_MSE,Wavelength_MSE,Region_AUC_Error,Tau_Avg_Error,Combined_Score,FL,ISC,coupling,model
Run_FL16_ISC1_coupling_300_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.052939466720127615,0.002940821461249253,0.6874366849912903,0.6883389488391547,5.036125472454151,16,1,300,1
Run_FL16_ISC10_coupling_20_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.05353305718095129,0.0029608910814615036,0.6870638969179285,1.02853922820286,5.040757885429237,16,10,20,1
Run_FL16_ISC10_coupling_40_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.05353305718095129,0.0029608910814615036,0.6870638969179285,1.02853922820286,5.040757885429237,16,10,40,1
Run_FL16_ISC10_coupling_60_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.05353305718095129,0.0029608910814615036,0.6870638969179285,1.02853922820286,5.040757885429237,16,10,60,1
Run_FL16_ISC10_coupling_80_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.05353305718095129,0.0029608910814615036,0.6870638969179285,1.02853922820286,5.040757885429237,16,10,80,1
Run_FL16_ISC10_coupling_100_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.05353305718095129,0.0029608910814615036,0.6870638969179285,1.02853922820286,5.040757885429237,16,10,100,1
Run_FL16_ISC10_coupling_150_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.05353305718095129,0.0029608910814615036,0.6870638969179285,1.02853922820286,5.040757885429237,16,10,150,1
Run_FL16_ISC10_coupling_200_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.05353305718095129,0.0029608910814615036,0.6870638969179285,1.02853922820286,5.040757885429237,16,10,200,1
Run_FL16_ISC10_coupling_250_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.05353305718095129,0.0029608910814615036,0.6870638969179285,1.02853922820286,5.040757885429237,16,10,250,1
Run_FL16_ISC10_coupling_300_model_1,Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct,time_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,wavelength_resolved_Monomer_100pct_CT_0pct_RP1_0pct_CTRP1_0pct_start_time_0.0.npy,0.05353305718095129,0.0029608910814615036,0.6870638969179285,1.02853922820286,5.040757885429237,16,10,300,1
